,Unnamed: 0,Player,fpl_id,GW,Likes,Followers,Comments,Verified,Positive,Neutral,Negative,Positive Sum,Neutral Sum,Negative Sum,Positive Mean,Neutral Mean,Negative Mean,Positive Majority,Neutral Majority,Negative Majority
61,61,Cunha,590,34,1956,12759626,114,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.89210016, 0.5217451, 0.8828406, 0.61639786, 0.8742548, 0.9777427, 0.93111867, 0.9216779, 0.5748331, 0.7951227, 0.82308257, 0.8799711, 0.59788173, 0.5921312, 0.6042855, 0.9339161, 0.5599931, 0.5162519, 0.9075982]","[0.095610335, 0.47361892, 0.07300291, 0.38062865, 0.082759835, 0.018995699, 0.061690014, 0.072423704, 0.39896637, 0.18512434, 0.15210526, 0.09820141, 0.31914225, 0.38978642, 0.38865864, 0.062327027, 0.43355855, 0.47584182, 0.052049037]","[0.012289573, 0.004635956, 0.04415647, 0.0029735107, 0.042985354, 0.0032615785, 0.0071913325, 0.005898386, 0.026200568, 0.01975299, 0.024812121, 0.021827474, 0.08297605, 0.018082406, 0.007055851, 0.0037569131, 0.0064483327, 0.007906246, 0.0403527]",14.40294486284256,4.2144911997020245,0.3825638124253601,0.7580497,0.22181533,0.020134939,5,14,0
62,62,Gomes,559,34,28,357807,3,[False],[0.9609362],[0.033901006],[0.005162731],0.9609361886978148,0.0339010059833526,0.0051627308130264,0.9609362,0.033901006,0.005162731,0,1,0
63,63,José Sá,569,34,7,126923,2,"[False, False]","[0.94589615, 0.75912553]","[0.044657968, 0.21422058]","[0.009445908, 0.026653906]",1.7050216794013977,0.2588785514235496,0.0360998138785362,0.8525108,0.12943928,0.018049907,0,2,0
64,64,Aït-Nouri,545,33,613,79780,28,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.43900588, 0.69938624, 0.5060575, 0.8222445, 0.71608675, 0.63375765, 0.6958796, 0.82149136, 0.9851236, 0.93537825, 0.938125, 0.5446191, 0.6291618, 0.6109954, 0.85717005, 0.56246364, 0.4941392, 0.97818565, 0.81488025, 0.5805308]","[0.41581875, 0.2763454, 0.30464953, 0.168025, 0.23837213, 0.23274633, 0.20032114, 0.17319922, 0.011529481, 0.03736644, 0.034592833, 0.42123976, 0.32178062, 0.3652102, 0.13464059, 0.4163236, 0.2867228, 0.019445956, 0.15685974, 0.41188025]","[0.14517531, 0.024268316, 0.18929292, 0.009730478, 0.045541074, 0.133496, 0.10379927, 0.005309412, 0.0033469833, 0.027255297, 0.027282171, 0.03414119, 0.049057554, 0.023794286, 0.008189476, 0.021212734, 0.21913795, 0.0023684455, 0.028259972, 0.007588942]",14.264682203531263,4.627069806680083,1.1082477839663625,0.71323407,0.23135348,0.055412393,4,12,4
65,65,Sarabia,570,33,125,42331,16,"[False, False, False, False, False, False, False, False, False]","[0.93172777, 0.7548745, 0.545882, 0.6614681, 0.8338636, 0.5092237, 0.57411563, 0.823397, 0.7715621]","[0.04358846, 0.237865, 0.4496079, 0.3235867, 0.12350479, 0.41751936, 0.39750716, 0.16252913, 0.22395425]","[0.024683783, 0.0072604846, 0.004510144, 0.014945165, 0.042631634, 0.073256984, 0.028377194, 0.01407391, 0.0044837394]",6.406114399433136,2.3796627521514893,0.2142230379395187,0.7117905,0.26440695,0.02380256,2,7,0
66,66,Kilman,563,33,1,1053,1,"[False, False, False, False]","[0.49936673, 0.5962259, 0.47192448, 0.47821906]","[0.4812166, 0.3415517, 0.26846638, 0.2713175]","[0.019416666, 0.062222313, 0.25960907, 0.25046343]",2.0457361936569214,1.3625521957874298,0.5917114783078432,0.511434,0.34063804,0.14792787,1,2,1
67,67,Aït-Nouri,545,32,261,6404679,28,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.6124512, 0.59365034, 0.5131749, 0.58628523, 0.9530496, 0.58486, 0.6845834, 0.60154796, 0.86226386, 0.7900694, 0.8372269, 0.84136885, 0.8286739, 0.92988396, 0.5404166, 0.94392663, 0.8007559, 0.9675213, 0.6290435]","[0.3564209, 0.3950924, 0.44179738, 0.4036609, 0.026863497, 0.3070957, 0.30782953, 0.3825202, 0.113662034, 0.20188029, 0.14708808, 0.14569809, 0.16509666, 0.061510574, 0.31884697, 0.029551473, 0.19277129, 0.026511105, 0.32648498]","[0.031127919, 0.01125727, 0.045027744, 0.010053837, 0.02008692, 0.10804426, 0.0075871157, 0.015931834, 0.02407406, 0.008050224, 0.01568495, 0.01293306, 0.006229417, 0.008605501, 0.1407364, 0.026521914, 0.006472819, 0.005967636, 0.044471473]",14.100753545761108,4.350382035598159,0.5488643515855074,0.74214494,0.22896747,0.028887598,3,14,2
68,68,Sarabia,570,32,4,6261,1,"[False, False, False, False, False, False, False, False, False]","[0.7881567, 0.5302716, 0.757298, 0.9260186, 0.8893464, 0.7777159, 0.75571895, 0.97718006, 0.60579723]","[0.185235, 0.32322365, 0.21897253, 0.06747506, 0.09360598, 0.12117808, 0.23403434, 0.018643033, 0.3807342]","[0.026608318, 0.14650474, 0.023729475, 0.0065063513, 0.01704764, 0.101105995, 0.010246727, 0.0041769757, 0.013468574]",7.00750344991684,1.6431018821895125,0.3493948010727763,0.7786114,0.18256687,0.038821645,3,5,1
69,69,Aït-Nouri,545,31,18,12188,12,"[False, False, False, False, False, False, False]","[0.86471957, 0.613432, 0.7482075, 0.9333695, 0.87095386, 0.9345265, 0.78769654]","[0.12804544, 0.34349784, 0.23752092, 0.056071136, 0.09420194, 0.03738883, 0.20344435]","[0.0072350553, 0.04307018, 0.01427152, 0.010559369, 0.034844153, 0.028084677, 0.008859147]",5.752905488014221,1.1001704521477222,0.1469240994192659,0.8218436,0.15716721,0.020989155,3,2,2
70,70,Sarabia,570,31,19,839,2,"[False, False, False]","[0.71877086, 0.5768327, 0.9069871]","[0.14588733, 0.38716274, 0.055128787]","[0.1353418, 0.0360046, 0.037884165]",2.2025906443595886,0.5881788618862629,0.2092305570840835,0.73419684,0.19605963,0.06974352,0,3,0
71,71,Doyle,351,30,5,1790,0,"[False, False]","[0.85591614, 0.87669456]","[0.13935195, 0.101753615]","[0.004731984, 0.021551859]",1.7326107025146484,0.2411055639386177,0.026283842511475,0.86630535,0.12055278,0.013141921,1,0,1
72,72,Aït-Nouri,545,30,1862,35026,110,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.896525, 0.8788769, 0.84856004, 0.9543369, 0.54928, 0.85170513, 0.660292, 0.91170406, 0.9297983, 0.94008, 0.9436429, 0.8949942, 0.86559504, 0.93057585, 0.76808715, 0.6567699, 0.70344335, 0.8694996, 0.9218749, 0.59020317]","[0.09676388, 0.11364703, 0.0797864, 0.042100612, 0.4436638, 0.1390514, 0.32549918, 0.07762991, 0.0626904, 0.056773204, 0.04596051, 0.09536676, 0.10712937, 0.05107849, 0.2264282, 0.17642914, 0.28571188, 0.108903505, 0.04942157, 0.40527436]","[0.006711006, 0.0074760304, 0.07165364, 0.0035625375, 0.007056285, 0.009243532, 0.014208762, 0.010666129, 0.0075112605, 0.0031468421, 0.010396522, 0.009639006, 0.027275573, 0.01834572, 0.0054846457, 0.16680095, 0.010844707, 0.021596927, 0.028703555, 0.004522537]",16.565844416618347,2.9893095940351486,0.4448461649008095,0.8282922,0.14946547,0.02224231,4,12,4
73,73,Neto,567,30,1768,6776283,117,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.87234807, 0.81620544, 0.93131155, 0.75009197, 0.8528048, 0.90426475, 0.8339241, 0.5972594, 0.9085077, 0.86012894, 0.9099967, 0.82665384, 0.83079755, 0.91420966, 0.60193884, 0.7661115, 0.70602196, 0.92996514, 0.9078203]","[0.11928387, 0.18030527, 0.057866182, 0.21666616, 0.12019519, 0.088658355, 0.14518909, 0.3919794, 0.088984735, 0.12385873, 0.050494995, 0.113430195, 0.09427763, 0.061470915, 0.3755712, 0.15410163, 0.2883644, 0.040958446, 0.052662406]","[0.008368051, 0.0034892398, 0.010822273, 0.033241842, 0.027000042, 0.0070769726, 0.020886729, 0.010761187, 0.0025075553, 0.016012283, 0.039508354, 0.059915964, 0.07492478, 0.02431942, 0.022489974, 0.0797869, 0.0056136404, 0.029076463, 0.03951734]",15.720362186431885,2.7643187902867794,0.5153190062846988,0.8273875,0.14549045,0.027122052,4,12,3
74,74,Sarabia,570,30,128,21795,25,"[False, False, False, False, False, False, False, False, False, False, False]","[0.84217256, 0.9374799, 0.8975869, 0.6595048, 0.912805, 0.8040579, 0.64772683, 0.8707277, 0.9071883, 0.94431096, 0.9475573]","[0.146486, 0.04561212, 0.07224563, 0.2767866, 0.06101271, 0.18822645, 0.32376197, 0.074453674, 0.08276045, 0.04688941, 0.03733633]","[0.011341493, 0.016907943, 0.030167585, 0.06370869, 0.026182227, 0.007715599, 0.028511195, 0.054818626, 0.0100512495, 0.008799638, 0.015106345]",9.371118128299711,1.355571337044239,0.2733105928637087,0.8519199,0.12323375,0.024846418,1,10,0
75,75,Kilman,563,30,1,10034,1,"[False, False]","[0.49495685, 0.91169524]","[0.3255703, 0.07783921]","[0.17947279, 0.010465623]",1.4066520929336548,0.4034094959497452,0.1899384120479226,0.70332605,0.20170474,0.094969206,0,2,0
76,76,Gomes,559,30,24,16731,3,[False],[0.9592113],[0.028768836],[0.012019816],0.95921128988266,0.0287688355892896,0.0120198158547282,0.9592113,0.028768836,0.012019816,1,0,0
77,77,Kalajdžić,562,2,0,952,0,[False],[0.62474257],[0.3125936],[0.06266378],0.6247425675392151,0.3125936090946197,0.0626637786626815,0.62474257,0.3125936,0.06266378,0,0,1
78,78,Aït-Nouri,545,2,0,306,0,[False],[0.9535668],[0.029578358],[0.01685489],0.9535667896270752,0.0295783579349517,0.016854889690876,0.9535668,0.029578358,0.01685489,0,1,0
79,79,Neto,567,2,558,158620,26,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.91911155, 0.70722616, 0.89416015, 0.7248729, 0.75295675, 0.84928036, 0.9795735, 0.5485184, 0.50019234, 0.5846839, 0.91537905, 0.67749923, 0.4631469, 0.91424966, 0.6934749, 0.9188157, 0.69555587]","[0.07049505, 0.28856167, 0.056609314, 0.19454081, 0.225551, 0.13398412, 0.018231148, 0.34246486, 0.4513584, 0.21155547, 0.063642696, 0.2964141, 0.42618954, 0.04494045, 0.3010167, 0.0636763, 0.2963852]","[0.010393336, 0.0042121517, 0.049230516, 0.08058629, 0.0214923, 0.016735531, 0.0021953061, 0.10901672, 0.048449222, 0.2037606, 0.020978237, 0.026086638, 0.11066357, 0.040809855, 0.005508422, 0.01750809, 0.008059014]",12.73869726061821,3.485616823658347,0.7756857913918793,0.7493351,0.20503628,0.045628577,4,12,1
80,80,Sarabia,570,2,0,469,0,"[False, False]","[0.91424966, 0.9535668]","[0.04494045, 0.029578358]","[0.040809855, 0.01685489]",1.86781644821167,0.0745188072323799,0.0576647445559501,0.9339082,0.037259404,0.028832372,0,2,0
81,81,Semedo,572,2,19,18733,9,"[False, False, False]","[0.6305998, 0.49882066, 0.394685]","[0.3515677, 0.4966778, 0.35930264]","[0.017832553, 0.004501559, 0.24601239]",1.5241054594516754,1.2075481116771698,0.2683465015143156,0.5080352,0.40251604,0.08944883,1,2,0
82,82,Kilman,563,2,21,21165,8,"[False, False, False]","[0.7186597, 0.6305998, 0.91424966]","[0.2642636, 0.3515677, 0.04494045]","[0.017076686, 0.017832553, 0.040809855]",2.263509154319763,0.6607717350125313,0.0757190939038991,0.7545031,0.22025724,0.025239699,0,2,1
83,83,Cunha,590,2,109,104806,22,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.91374075, 0.8283796, 0.92125994, 0.60126764, 0.394685, 0.9717774, 0.9240791, 0.6305998, 0.7164814, 0.89084506, 0.7802488, 0.6110442, 0.91537905, 0.82642925, 0.67749923, 0.8261636, 0.75679106, 0.9491231, 0.8952637]","[0.07788607, 0.16543907, 0.06990326, 0.39364126, 0.35930264, 0.024452956, 0.069952935, 0.3515677, 0.27843, 0.103417695, 0.19317003, 0.38474968, 0.063642696, 0.16872935, 0.2964141, 0.16510615, 0.20172092, 0.045355048, 0.079061836]","[0.008373186, 0.0061814254, 0.008836786, 0.0050910725, 0.24601239, 0.00376967, 0.00596797, 0.017832553, 0.005088554, 0.0057372157, 0.02658117, 0.004206094, 0.020978237, 0.0048413724, 0.026086638, 0.008730234, 0.04148809, 0.005521838, 0.025674537]",15.031057626008987,3.4919434022158384,0.476999030681327,0.7911083,0.18378648,0.025105214,7,12,0
84,84,Nunes,566,2,15,17111,8,"[False, False, False]","[0.6305998, 0.5916058, 0.91537905]","[0.3515677, 0.393945, 0.063642696]","[0.017832553, 0.014449218, 0.020978237]",2.137584626674652,0.8091553896665573,0.0532600078731775,0.7125282,0.26971847,0.017753335,1,2,0
85,85,Lemina,565,2,15,16860,7,"[False, False]","[0.78355676, 0.6305998]","[0.20329538, 0.3515677]","[0.013147929, 0.017832553]",1.4141565561294556,0.5548630654811859,0.0309804817661643,0.7070783,0.27743155,0.015490241,0,2,0
86,86,Gomes,559,2,15,21706,7,"[False, False, False]","[0.6305998, 0.842455, 0.9535668]","[0.3515677, 0.15067613, 0.029578358]","[0.017832553, 0.006868793, 0.01685489]",2.426621615886688,0.5318221747875214,0.0415562358684837,0.8088739,0.17727406,0.0138520785,1,2,0
87,87,Jonny,560,2,7,3509,4,"[False, False, False, False, False, False]","[0.77612615, 0.6202512, 0.6791542, 0.8180323, 0.4772966, 0.94779325]","[0.18566935, 0.34430096, 0.19646503, 0.107387505, 0.45987296, 0.04673359]","[0.03820449, 0.035447847, 0.124380715, 0.07458014, 0.06283042, 0.005473163]",4.318653702735901,1.3404293917119503,0.3409167751669884,0.7197756,0.22340488,0.056819465,2,3,1
88,88,Bueno,548,2,1,459,0,"[False, False]","[0.5674782, 0.9535668]","[0.40922254, 0.029578358]","[0.023299264, 0.01685489]",1.5210449695587158,0.4388009011745453,0.0401541534811258,0.7605225,0.21940045,0.020077076,0,1,1
89,89,Fábio Silva,552,2,9,16728,2,[False],[0.8133723],[0.15218082],[0.034446813],0.8133723139762878,0.1521808207035064,0.0344468131661415,0.8133723,0.15218082,0.034446813,0,0,1
90,90,Bentley,546,2,5,1697,1,[False],[0.4772966],[0.45987296],[0.06283042],0.4772965908050537,0.4598729610443115,0.0628304183483123,0.4772966,0.45987296,0.06283042,1,0,0
91,91,Dawson,551,2,15,17054,8,"[False, False, False]","[0.91537905, 0.6305998, 0.91424966]","[0.063642696, 0.3515677, 0.04494045]","[0.020978237, 0.017832553, 0.040809855]",2.4602285027503967,0.4601508304476738,0.0796206444501876,0.82007617,0.1533836,0.026540214,0,3,0
92,92,Aït-Nouri,545,28,4,5031,1,"[False, False]","[0.80691683, 0.9016684]","[0.15056665, 0.094830185]","[0.042516537, 0.0035014513]",1.708585262298584,0.2453968375921249,0.046017988352105,0.85429263,0.12269842,0.023008995,1,1,0
93,93,Neto,567,28,114,76302,17,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.8398876, 0.81412596, 0.7910036, 0.9314479, 0.92297137, 0.93697834, 0.76324385, 0.91433793, 0.9770206, 0.84346926, 0.85142833, 0.8923232, 0.85941184, 0.67279744, 0.7021315, 0.68902117, 0.9533737, 0.8243922, 0.51208687]","[0.14022456, 0.09653648, 0.1932896, 0.06352044, 0.061222818, 0.05852946, 0.18885237, 0.079911664, 0.019719938, 0.15373144, 0.13720407, 0.056697614, 0.13693869, 0.31179035, 0.2851313, 0.2761918, 0.028684305, 0.12842588, 0.4833064]","[0.019887803, 0.089337505, 0.015706796, 0.005031623, 0.015805742, 0.0044921543, 0.047903694, 0.0057503795, 0.0032594712, 0.00279931, 0.011367555, 0.05097923, 0.0036495053, 0.0154122105, 0.012737108, 0.034787018, 0.017942049, 0.04718196, 0.0046067317]",15.69145268201828,2.8999091759324074,0.4086378465872258,0.8258659,0.1526268,0.021507256,6,12,1
94,94,José Sá,569,28,2,74,0,[False],[0.93697834],[0.05852946],[0.0044921543],0.9369783401489258,0.0585294589400291,0.0044921543449163,0.93697834,0.05852946,0.0044921543,1,0,0
95,95,Aït-Nouri,545,27,1088,6506439,72,"[False, False, False, False, False, False, False, False, False, False, False, False]","[0.5533952, 0.8663185, 0.5581255, 0.86151594, 0.82092935, 0.55079067, 0.834014, 0.8503807, 0.834014, 0.63759947, 0.79892266, 0.6107479]","[0.4341577, 0.1303223, 0.40824375, 0.12686436, 0.1675626, 0.41794348, 0.1509798, 0.14170513, 0.1509798, 0.2493214, 0.12584652, 0.36764196]","[0.012447088, 0.0033592368, 0.033630818, 0.011619744, 0.011508078, 0.031265777, 0.015006204, 0.007914062, 0.015006204, 0.11307912, 0.07523078, 0.021610191]",8.776753902435303,2.87156879901886,0.3516773032024503,0.7313962,0.2392974,0.029306442,3,7,2
96,96,Neto,567,27,227,47688,61,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.7036472, 0.70648724, 0.8172123, 0.8589672, 0.6209881, 0.90368104, 0.97678876, 0.7901653, 0.75236714, 0.9384322, 0.5035115, 0.8904539, 0.58736163, 0.626587, 0.659356, 0.8916476, 0.9319381, 0.6480087, 0.5887726]","[0.23598811, 0.2699696, 0.094095334, 0.13478175, 0.37050438, 0.09065193, 0.019321686, 0.20251605, 0.23287778, 0.041237026, 0.36208656, 0.10575329, 0.25335672, 0.25511396, 0.32063216, 0.09685365, 0.063640706, 0.24924876, 0.30056557]","[0.060364775, 0.023543116, 0.088692404, 0.006251121, 0.008507548, 0.0056669842, 0.003889555, 0.007318651, 0.014755045, 0.0203308, 0.13440198, 0.003792811, 0.15928163, 0.11829908, 0.020011805, 0.011498691, 0.0044211643, 0.10274256, 0.11066186]",14.396373391151428,3.699195032939315,0.9044315724167972,0.75770384,0.19469447,0.047601666,3,11,5
97,97,Sarabia,570,27,1111,6399166,80,"[False, False, False, False, False, False, False, False, False, False, False, False]","[0.82543534, 0.834014, 0.589659, 0.953889, 0.953758, 0.71228766, 0.93712986, 0.834014, 0.8389714, 0.98146355, 0.92026675, 0.80443776]","[0.13817188, 0.1509798, 0.40322548, 0.04344304, 0.041574933, 0.27681428, 0.045953233, 0.1509798, 0.1550203, 0.016431741, 0.054047983, 0.15203586]","[0.03639279, 0.015006204, 0.007115521, 0.002667874, 0.0046669985, 0.010898088, 0.016916957, 0.015006204, 0.0060082935, 0.002104773, 0.025685346, 0.043526325]",10.185326278209686,1.62867833673954,0.185995373642072,0.84877723,0.13572319,0.015499614,4,8,0
98,98,Semedo,572,27,6,7734,9,[False],[0.92026675],[0.054047983],[0.025685346],0.9202667474746704,0.0540479831397533,0.0256853457540273,0.92026675,0.054047983,0.025685346,0,1,0
99,99,Kilman,563,27,3,5541,0,"[False, False]","[0.9437906, 0.89795995]","[0.053267326, 0.088379934]","[0.0029420499, 0.013660129]",1.8417505621910093,0.1416472606360912,0.0166021790355443,0.9208753,0.07082363,0.0083010895,1,1,0
100,100,Lemina,565,27,2,14600,0,"[False, False]","[0.6095971, 0.7097496]","[0.3841029, 0.26295656]","[0.0062999763, 0.027293958]",1.3193466663360596,0.6470594704151154,0.0335939340293407,0.65967333,0.32352972,0.016796967,1,1,0
101,101,Gomes,559,27,68,365965,4,"[False, False, False, False, False]","[0.5160018, 0.6799929, 0.85360104, 0.82276297, 0.8389714]","[0.47169226, 0.3110642, 0.12884453, 0.1697411, 0.1550203]","[0.012305902, 0.008942886, 0.017554425, 0.007495972, 0.0060082935]",3.711330115795136,1.2363623976707458,0.0523074786178767,0.74226606,0.24727245,0.010461496,0,2,3
102,102,Hee Chan,557,27,169,252817,27,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.92344016, 0.8553503, 0.77589786, 0.709294, 0.53595906, 0.8856865, 0.8915038, 0.9548983, 0.962914, 0.58465755, 0.7097496, 0.57959133, 0.57959133, 0.9073407, 0.74287, 0.86091167, 0.66617215, 0.8811563, 0.65959775, 0.9225406]","[0.0709712, 0.084420905, 0.19019318, 0.28556815, 0.45266888, 0.10775024, 0.102976464, 0.023228766, 0.02667291, 0.39805108, 0.26295656, 0.4095989, 0.4095989, 0.0683716, 0.24318084, 0.13236517, 0.2837983, 0.11201577, 0.313687, 0.071537554]","[0.0055886703, 0.06022881, 0.03390896, 0.0051378487, 0.0113721015, 0.006563303, 0.005519727, 0.02187297, 0.010413186, 0.017291408, 0.027293958, 0.010809722, 0.010809722, 0.024287682, 0.01394914, 0.006723166, 0.05002955, 0.0068278797, 0.026715199, 0.0059218416]",15.589123010635376,4.049612333998084,0.3612648425623774,0.7794561,0.20248063,0.018063242,1,12,7
103,103,Toti,573,26,134,17594,22,"[False, False, False]","[0.54592633, 0.91817135, 0.8904787]","[0.44920933, 0.07263216, 0.09059383]","[0.0048643406, 0.009196527, 0.018927608]",2.354576349258423,0.6124353185296059,0.0329884756356477,0.78485876,0.20414509,0.010996158,0,3,0
104,104,Aït-Nouri,545,26,721,269332,68,"[False, False, False, False, False, False]","[0.54592633, 0.88725525, 0.5572903, 0.8774131, 0.586899, 0.85339427]","[0.44920933, 0.10642468, 0.3638248, 0.074586995, 0.392891, 0.13485181]","[0.0048643406, 0.0063200803, 0.07888488, 0.047999993, 0.020209981, 0.011753861]",4.308178246021271,1.521788626909256,0.17003313312307,0.7180297,0.25363144,0.028338855,2,4,0
105,105,Neto,567,26,1202,262210,114,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.79298335, 0.93572897, 0.734525, 0.5329671, 0.9155135, 0.8146827, 0.7991006, 0.84305465, 0.9001144, 0.6942344, 0.87785846, 0.65388185, 0.94498175, 0.9381162, 0.617939, 0.9297158, 0.6209328, 0.94100374, 0.5413002]","[0.1333804, 0.060949154, 0.23398599, 0.422215, 0.079982765, 0.15995559, 0.18441893, 0.10188839, 0.0949867, 0.29806694, 0.10880981, 0.34144023, 0.043286134, 0.054432333, 0.36722514, 0.053466912, 0.35017207, 0.042476263, 0.44755018]","[0.07363619, 0.0033219138, 0.03148902, 0.044817835, 0.004503735, 0.025361683, 0.016480451, 0.05505702, 0.004898847, 0.0076987217, 0.013331795, 0.004677949, 0.011732123, 0.007451476, 0.01483596, 0.01681731, 0.028895106, 0.016520018, 0.011149653]",15.028634488582613,3.578688945621252,0.3926768049132079,0.79098076,0.18835206,0.0206672,6,11,2
